"1","vertical",0.303587596197374,188
"2","encounter",0.896729289271163,188
"3","prestige",0.657990040742417,188
"4","conformist",0.0315753734721594,188
"1","vertical",0.478598416231044,278
"2","encounter",0.904689198281662,278
"3","prestige",0.859065265772993,278
"4","conformist",0.0772216758966926,278
"1","vertical",0.465175510204082,175
"2","encounter",0.912,175
"3","prestige",0.795297959183674,175
"4","conformist",0.0449959183673471,175
"1","vertical",0.598384392623076,81
"2","encounter",0.635269013869837,81
"3","prestige",0.679774424630392,81
"4","conformist",0.377381496723061,81
"1","vertical",0.814989043097151,370
"2","encounter",0.873878743608473,370
"3","prestige",0.812826880934989,370
"4","conformist",0.0267932797662527,370
"1","vertical",0.781454491374182,164
"2","encounter",0.921475312314099,164
"3","prestige",0.83313503866746,164
"4","conformist",0.0361392028554431,164
"1","vertical",0.752535398530682,321
"2","encounter",0.923108277287682,321
"3","prestige",0.793412331013868,321
"4","conformist",0.0185751302879437,321
"1","vertical",0.740468736514214,357
"2","encounter",0.926190083876688,357
"3","prestige",0.673838162716067,357
"4","conformist",0.0659087164277475,357
"1","vertical",0.270833333333333,120
"2","encounter",0.657916666666667,120
"3","prestige",0.862916666666667,120
"4","conformist",0.0652777777777778,120
"1","vertical",0.813265306122449,420
"2","encounter",0.934580498866213,420
"3","prestige",0.859580498866213,420
"4","conformist",0.0236394557823129,420
"1","vertical",0.769535300216797,103
"2","encounter",0.623055895937412,103
"3","prestige",0.642096333301914,103
"4","conformist",0.0192289565463286,103
"1","vertical",0.679878155526767,169
"2","encounter",0.875599593851756,169
"3","prestige",0.817128251811911,169
"4","conformist",0.0350127796645775,169
"1","vertical",0.507653074106805,445
"2","encounter",0.92711526322434,445
"3","prestige",0.767256659512688,445
"4","conformist",0.0355712662542608,445
"1","vertical",0.760599451034212,404
"2","encounter",0.884398588373689,404
"3","prestige",0.867733555533771,404
"4","conformist",0.0583276149397118,404
"1","vertical",0.568617918728016,187
"2","encounter",0.90148417169493,187
"3","prestige",0.731505047327633,187
"4","conformist",0.0421516200062912,187
"1","vertical",0.729611126821043,309
"2","encounter",0.75568961364041,309
"3","prestige",0.701437982425823,309
"4","conformist",0.0509211256689813,309
"1","vertical",0.734512740007246,182
"2","encounter",0.907076440043473,182
"3","prestige",0.667612607173047,182
"4","conformist",0.0217365052529888,182
"1","vertical",0.605921415727537,237
"2","encounter",0.890811657675942,237
"3","prestige",0.435400309779416,237
"4","conformist",0.0580035250761095,237
"1","vertical",0,57
"2","encounter",0.813173284087412,57
"3","prestige",0.418590335487842,57
"4","conformist",0,57
"1","vertical",0.826271561629049,487
"2","encounter",0.893464154252875,487
"3","prestige",0.833549072602237,487
"4","conformist",0.0284944491059118,487
"1","vertical",0,63
"2","encounter",0.409171075837743,63
"3","prestige",0.770975056689342,63
"4","conformist",0.090702947845805,63
"1","vertical",0.446759002770083,95
"2","encounter",0.653074792243767,95
"3","prestige",0.812631578947368,95
"4","conformist",0.194349030470914,95
"1","vertical",0.709819661936797,133
"2","encounter",0.880208038894228,133
"3","prestige",0.60387811634349,133
"4","conformist",0.101645090169032,133
"1","vertical",0.552512449071978,94
"2","encounter",0.720235400633771,94
"3","prestige",0.741511996378452,94
"4","conformist",0.0624717066545948,94
"1","vertical",0.653493382579255,285
"2","encounter",0.835629424438289,285
"3","prestige",0.577260695598646,285
"4","conformist",0.0483841181902124,285
"1","vertical",0.789115470213757,278
"2","encounter",0.666735676207236,278
"3","prestige",0.787174576885254,278
"4","conformist",0.0143108534754929,278
"1","vertical",0.598911128394787,251
"2","encounter",0.851097601625371,251
"3","prestige",0.825669433818511,251
"4","conformist",0.0393009634767703,251
"1","vertical",0.821216,250
"2","encounter",0.937856,250
"3","prestige",0.813824,250
"4","conformist",0.054976,250
"1","vertical",0.744721891927599,435
"2","encounter",0.901804729818999,435
"3","prestige",0.802927731536531,435
"4","conformist",0.0273536794820981,435
"1","vertical",0.823140495867769,330
"2","encounter",0.782736455463728,330
"3","prestige",0.756749311294766,330
"4","conformist",0.0595041322314048,330
"1","vertical",0.604790894353184,297
"2","encounter",0.859481458808058,297
"3","prestige",0.819032071557324,297
"4","conformist",0.0333072588964846,297
"1","vertical",0.404499054820416,230
"2","encounter",0.92593572778828,230
"3","prestige",0.473005671077505,230
"4","conformist",0.0597731568998111,230
"1","vertical",0.492794208045899,242
"2","encounter",0.914076907315074,242
"3","prestige",0.786387541834574,242
"4","conformist",0.0326821938392186,242
"1","vertical",0.469387755102041,126
"2","encounter",0.842907533383724,126
"3","prestige",0.517258755353993,126
"4","conformist",0.151171579743008,126
"1","vertical",0.585250148247558,358
"2","encounter",0.922099809618926,358
"3","prestige",0.834586935488905,358
"4","conformist",0.0495146843107268,358
"1","vertical",0.456558453743667,146
"2","encounter",0.691686995683993,146
"3","prestige",0.710264589979358,146
"4","conformist",0.040532933008069,146
